username, created_at, lng, lat, textAndreChandlerJr, Sun Jan 17 17:11:59 +0000 2021, -82.949623, 42.538802, I just wanna take the time out and just say THANK YOU GOD 🙇🏽‍♂️🙏🏽
mummamo313, Sun Jan 17 17:12:13 +0000 2021, -73.948775, 40.655138, @georgehahn nope but food pantries and soup kitchens are happy to take them
nurdanerdemm, Sun Jan 17 17:12:13 +0000 2021, -73.831187, 40.670879, Karantina gunleri.. https://t.co/zbPfKPr4lt
EnochKaira, Sun Jan 17 17:12:13 +0000 2021, -79.272570, 43.629311, @ResonantQuasar @digreed77 @IAmLui_Jesus @deadcityskies @YxshiCity In the pre mid evil times minerals like diamond,… https://t.co/TNydwa2wZy
WIActivist, Sun Jan 17 17:12:13 +0000 2021, -89.392412, 42.913840, @McFaul @navalny More charges “Trumped” up!
bkerr725, Sun Jan 17 17:12:13 +0000 2021, -122.435979, 37.770657, These late offside flags are so irritating
bethabeyer, Sun Jan 17 17:12:13 +0000 2021, -89.569491, 44.900818, I’m monitoring the Wisconsin Capitol, after law enforcement warned of potential armed protests scheduled for today.… https://t.co/pzk67vbO8Z
2spooky4mi, Sun Jan 17 17:12:14 +0000 2021, -118.018856, 33.975918, @BlankTerminal @nopoweradeinusa “I don’t care if I’m wrong because the person who is scolding me is more wrong”
5osofDour, Sun Jan 17 17:12:14 +0000 2021, -80.846785, 35.209059, @IamShainaJaye Lmfaoooo Oop-
Dev_Tylerxxx, Sun Jan 17 17:12:14 +0000 2021, -122.630908, 45.536402, @nyc_pharaoh 🐾😋🐾
tristiandior3x, Sun Jan 17 17:12:14 +0000 2021, -79.002112, 35.054627, ion know who need to hear this but your bf is a rat
Drewpy34, Sun Jan 17 17:12:14 +0000 2021, -87.732013, 41.833585, @AmosSZN People are so lazy. Instead of creating their own content they just screen record or screenshot someone el… https://t.co/M4YgEOOPFY
